Name,Price,Ram,System,SSD,Processor,Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
Acer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹38,990",8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
Neopticon BrowseBook Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) BBN40425614 Lap...,"₹19,590",4 GB LPDDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
Ultimus Pro Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN C...,"₹15,399",4 GB DDR4 RAM,Windows 11 Operating System,,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
ASUS Vivobook 14 (2026) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-EB192...,"₹49,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),35.56 cm (14 inch) Display
ASUS ROG Zephyrus G16 OLED (2026) Intel Core Ultra 9 386H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Grap...,"₹4,99,990",32 GB LPDDR5X RAM,Windows 11 Home Operating System,2 TB SSD,Intel Core Ultra 9 Processor,40.64 cm (16 inch) Display
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windo...,"₹44,990",8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP Victus (i5 14th Gen) Intel Core 5 210 H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹94,990",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 inch) Display
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹71,500",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 Inch) Display
Acer Chromebook MediaTek Kompanio 540 - (4 GB/128 GB EMMC Storage/Chrome OS) CB315-8H Chromebook,"₹34,900",4 GB LPDDR5X RAM,64 bit Chrome Operating System,,MediaTek MediaTek Kompanio 540 Processor,39.62 cm (15.6 inch) Display
Acer Aspire One Intel Celeron Dual Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A114-45 Notebook,"₹38,990",12 GB LPDDR4X RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Celeron Dual Core Processor,35.56 cm (14 inch) Display
Acer Aspire 15 AMD Office 2024 + M365 Basic AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11...,"₹56,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"₹51,990",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Acer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹45,990",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
Acer One 15 AMD Ryzen 3 Octa Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) AO15-41M-G2 Notebook,"₹41,899",8 GB LPDDR5 RAM,Windows 11 Home Operating System,256 GB SSD,AMD Ryzen 3 Octa Core Processor,39.62 cm (15.6 inch) Display
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,"₹46,746",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,AMD Athlon Dual Core Processor,39.62 cm (15.6 Inch) Display
Neopticon Ebook Intel Celeron Dual Core - (4 GB/128 GB SSD/128 GB EMMC Storage/Windows 11 Home) BBEN40...,"₹14,515",4 GB DDR4 RAM,64 bit Windows 11 Home Operating System,128 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Touchscreen Display
Acer Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) A114-43 Thin and Lig...,"₹45,820",8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,35.56 cm (14 Inch) Display
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU / 15-fc0690AU Thin and...,"₹54,290",16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 Inch) Display
Acer Aspire 3 (i3 14th Gen) Intel Core 3 100U - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Notebook,"₹47,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Core 3 Processor,35.56 cm (14 inch) Display
ASUS Vivobook Go 15 (2026) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/...,"₹54,990",8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 inch) Display
Primebook 2 Pro (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...,"₹28,990",8 GB LPDDR4X RAM,64 bit Android Operating System,,MediaTek Helio G99 (MT8781) Processor,35.81 cm (14.1 Inch) Display
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 Series 2 225H - (16 GB...","₹80,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor (Series 2),40.64 cm (16 Inch) Display
Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,"₹59,955",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
Acer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹38,990",8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
Neopticon BrowseBook Intel Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) BBN40425614 Lap...,"₹19,590",4 GB LPDDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
Ultimus Pro Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN C...,"₹15,399",4 GB DDR4 RAM,Windows 11 Operating System,,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"₹49,900",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
ASUS ROG Zephyrus G16 OLED (2026) Intel Core Ultra 9 386H - (32 GB/2 TB SSD/Windows 11 Home/12 GB Grap...,"₹4,99,990",32 GB LPDDR5X RAM,Windows 11 Home Operating System,2 TB SSD,Intel Core Ultra 9 Processor,40.64 cm (16 inch) Display
HP Victus (i5 14th Gen) Intel Core 5 210 H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹94,990",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 inch) Display
ASUS Vivobook 14 (2026) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-EB192...,"₹49,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),35.56 cm (14 inch) Display
"ASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...","₹71,500",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 Inch) Display
Acer Chromebook MediaTek Kompanio 540 - (4 GB/128 GB EMMC Storage/Chrome OS) CB315-8H Chromebook,"₹34,900",4 GB LPDDR5X RAM,64 bit Chrome Operating System,,MediaTek MediaTek Kompanio 540 Processor,39.62 cm (15.6 inch) Display
Acer Aspire One Intel Celeron Dual Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A114-45 Notebook,"₹38,990",12 GB LPDDR4X RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Celeron Dual Core Processor,35.56 cm (14 inch) Display
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windo...,"₹44,990",8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Acer Aspire 15 AMD Office 2024 + M365 Basic AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11...,"₹56,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
ASUS Chromebook CX15 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CTA-S7025...,"₹32,999",4 GB LPDDR5 RAM,Chrome Operating System,,Intel Celeron Dual Core Processor,39.62 cm (15.6 inch) Display
Acer One 15 AMD Ryzen 3 Octa Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) AO15-41M-G2 Notebook,"₹41,899",8 GB LPDDR5 RAM,Windows 11 Home Operating System,256 GB SSD,AMD Ryzen 3 Octa Core Processor,39.62 cm (15.6 inch) Display
Acer Aspire Lite AMD Ryzen 3 Quad Core 5400U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹45,990",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,"₹46,746",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,AMD Athlon Dual Core Processor,39.62 cm (15.6 Inch) Display
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU / 15-fc0690AU Thin and...,"₹54,290",16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 Inch) Display
Acer Aspire 3 (i3 14th Gen) Intel Core 3 100U - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Notebook,"₹47,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Core 3 Processor,35.56 cm (14 inch) Display
Neopticon Ebook Intel Celeron Dual Core - (4 GB/128 GB SSD/128 GB EMMC Storage/Windows 11 Home) BBEN40...,"₹14,515",4 GB DDR4 RAM,64 bit Windows 11 Home Operating System,128 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Touchscreen Display
ASUS Vivobook Go 15 (2026) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/...,"₹54,990",8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 inch) Display
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 Series 2 225H - (16 GB...","₹80,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor (Series 2),40.64 cm (16 Inch) Display
Primebook 2 Pro (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/128 GB/Android 15) PBG9914128#4...,"₹28,990",8 GB LPDDR4X RAM,64 bit Android Operating System,,MediaTek Helio G99 (MT8781) Processor,35.81 cm (14.1 Inch) Display
HP MS Office 2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0045TU Thin ...,"₹67,990",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 inch) Display
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ ...,"₹74,990",16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Acer Intel Celeron Dual Core N4500 - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Notebook,"₹28,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,128 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim ...,"₹73,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),38.86 cm (15.3 inch) Display
ASUS Expertbook P1 High-performance processor with 1 Yr ADP Intel Core i7 13th Gen 13620H - (32 GB/512...,"₹83,990",32 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Acer One 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A114-43 Thin and Light Lap...,"₹39,990",8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,256 GB SSD,AMD Ryzen 3 Quad Core Processor,35.56 cm (14 Inch) Display
Acer Aspire 3 Intel Pentium Quad Core N6000 - (12 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Ligh...,"₹43,990",12 GB LPDDR4X RAM,Windows 11 Home Operating System,512 GB SSD,Intel Pentium Quad Core Processor,39.62 cm (15.6 Inch) Display
ASUS Vivobook 15 (2026) with Office 2024 + M365 Basic(i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/...,"₹52,990",8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor (14th Gen),39.62 cm (15.6 inch) Display
"Acer Aspire 15 MS Office 2024 + M365 Basic, AMD Ryzen 3 Quad Core 7330U - (8 GB/256 GB SSD/Windows 11 ...","₹43,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 inch) Display
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0046TU Thin and Light Lapto...,"₹99,000",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 100e Chromebo...,"₹20,100",4 GB LPDDR4X RAM,Chrome Operating System,,MediaTek Kompanio 520 Processor,29.46 cm (11.6 Inch) Display
HP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0569TU Thin and Light Laptop,"₹54,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,"₹49,990",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),35.56 cm (14 Inch) Display
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹33,755",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Display
"Acer Aspire 15 Lite(i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home) AL 15-52H , AL...","₹59,990",16 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 inch) Display
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹56,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Lenovo Yoga Slim 7 WUXGA OLED with 1Yr ADP Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) ...,"₹1,15,990",32 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 9 Processor,35.56 cm (14 inch) Display
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core Ultra 5 225H - (1...","₹80,831",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor,35.56 cm (14 Inch) Display
ASUS Vivobook Go 15 (2026) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/...,"₹48,990",8 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 inch) Display
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (16 GB/512 GB S...","₹48,990",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Slim 3 with 1Year ADP AMD Ryzen 5 40 - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Laptop,"₹68,490",16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Processor,39.62 cm (15.6 inch) Display
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹39,550",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Display
Acer Aspire 3 Intel Celeron Dual Core N4500 - (12 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Ligh...,"₹24,990",12 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Celeron Dual Core Processor,35.56 cm (14 Inch) Display
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4...,"₹54,990",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 Inch) Display
"MICROSOFT Surface Pro 12"" with Pen Core 8 with Microsoft 365 for 6 Months* Snapdragon X Plus - (16 GB/...","₹1,07,098",16 GB LPDDR5X RAM,64 bit Windows 11 Operating System,256 GB SSD,Snapdragon X Plus Processor,30.48 cm (12 inch) Touchscreen Display
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹57,499",8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
ASUS ExpertBook P1 (i3 14th Gen) with 1 Yr ADP Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows ...,"₹57,990",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor (14th Gen),35.56 cm (14 Inch) Display
HP 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0028TU | 15-fr0045TU Thi...,"₹68,990",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-284IN / Mo...,"₹47,990",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,35.56 cm (14 Inch) Display
Lenovo Ideapad Slim 3 OLED with 1Yr ADP Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) 15Q8X10 Lapt...,"₹71,990",16 GB LPDDR5X RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Snapdragon X Processor,38.35 cm (15.1 Inch) Display
Lenovo IdeaPad Slim 3 with 1Yr ADP Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15...,"₹57,474",8 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Wi...","₹74,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor,35.56 cm (14 Inch) Display
Acer Aspire 7 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹85,000",16 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 inch) Display
HP 15s Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0005TU Thin and Lig...,"₹49,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (16 GB/512 GB SSD/Wind...,"₹48,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"₹53,535",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,"₹85,990",16 GB LPDDR5X RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core Ultra 7 Processor,39.62 cm (15.6 Inch) Display
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹33,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,256 GB SSD,Intel Celeron Dual Core Processor,29.46 cm (11.6 Inch) Display
Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,"₹17,990",4 GB LPDDR4 RAM,Android Operating System,,MediaTek MT8183 Processor,29.46 cm (11.6 Inch) Display
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,"₹1,85,000",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,1 TB SSD,Intel Core Ultra 7 Processor,40.64 cm (16 Inch) Display
DELL 15 (Previously Inspiron) (2025) Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core 7530U - (16 GB/5...,"₹67,156",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Slim 3 AMD Ryzen 3 30 - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AMN8 Thin a...,"₹57,650",16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 3 Processor,39.62 cm (15.6 inch) Display
ASUS TUF Gaming A15 (2026) AMD Ryzen 7 170 - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,13,990",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,AMD Ryzen 7 Processor,39.62 cm (15.6 inch) Display
Acer Aspire Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,"₹64,990",16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
ASUS ExpertBook P1 (i3 14th Gen) with 1 Yr ADP Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows ...,"₹57,990",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor (14th Gen),39.62 cm (15.6 Inch) Display
ASUS Expertbook P1 with 1 Yr ADP (i5 14th Gen) Intel Core 5 210H - (32 GB/512 GB SSD/Windows 11 Home) ...,"₹84,990",32 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,35.56 cm (14 Inch) Display
Primebook 2 Max (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/256 GB/Android 15) PBG9915256#4...,"₹32,990",8 GB LPDDR4X RAM,64 bit Android Operating System,,MediaTek Helio G99 (MT8781) Processor,39.62 cm (15.6 Inch) Display
HP 15 (i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thi...,"₹54,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor,39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Slim 3 with 1Yr ADP Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) 15Q8X10 Thin and Li...,"₹76,950",16 GB LPDDR5X RAM,Windows 11 Home Operating System,1 TB SSD,Snapdragon X Processor,38.86 cm (15.3 inch) Display
