Name,Price,Ram,System,SSD,Processor,Display
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,"₹45,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,AMD Athlon Dual Core Processor,39.62 cm (15.6 Inch) Display
DELL Inspiron 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin a...,"₹50,783",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
HP Victus Intel Core i5 14th Gen 14450HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,"₹99,480",24 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (14th Gen),39.62 cm (15.6 Inch) Display
Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light ...,"₹50,999",8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
HP AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0388AU Thin and Light Laptop,"₹58,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,"₹79,850",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,35.56 cm (14 Inch) Display
HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,"₹52,998",8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,35.56 cm (14 Inch) Display
Acer Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AL15-51 Laptop,"₹55,500",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (11th Gen),39.62 cm (15.6 Inch) Display
HP Envy13 x360 bf0121tu Intel Core i5 12th Gen 1230U - (16 GB + 16 GB Optane/512 GB SSD/Windows 11 Hom...,"₹88,999",16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),85.8 cm (33.78 Inch) Touchscreen Display
"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 7 2...","₹1,59,000",32 GB LPDDR5X RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core Ultra 7 Processor,35.56 cm (14 Inch) Touchscreen Display
Lenovo LOQ Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,68,990",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i7 Processor (14th Gen),39.62 cm (15.6 Inch) Display
Acer Swift 3 Intel Core i5 8th Gen 8250U - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics...,"₹73,199",8 GB DDR4 RAM,64 bit Windows 10 Operating System,,Intel Core i5 Processor (8th Gen),39.62 cm (15.6 Inch) Display
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD...,"₹74,808",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),38.86 cm (15.3 Inch) Display
GIGABYTE AORUS Intel Core i5 12th Gen 12500H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹2,22,750",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Acer Extensa 15 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54-583M Thin ...,"₹61,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (11th Gen),39.62 cm (15.6 Inch) Display
ASUS Intel Core i3 13th Gen 1315U - (12 GB/512 GB SSD/Windows 11 Home) X1504A-BQ332WS Business Laptop,"₹58,499",12 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 inch) Display
ASUS ROG Flow X13 with Radeon RX 6850M XT eGPU AMD Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows ...,"₹3,70,998",32 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,AMD Ryzen 7 Octa Core Processor,34.04 cm (13.4 Inch) Touchscreen Display
DELL Inspiron 5440 (2026) (i3 14th Gen) Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Pro) ...,"₹54,890",8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core 3 Processor (14th Gen),35.56 cm (14 inch) Display
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,"₹43,999",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (11th Gen),35.56 cm (14 Inch) Display
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,"₹59,990",8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...","₹71,990",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,"₹30,000",4 GB LPDDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,Intel Celeron Dual Core Processor,35.81 cm (14.1 Inch) Display
HP Victus (i5 14th Gen) Intel Core 5 210 H - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹1,25,990",24 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,39.62 cm (15.6 inch) Display
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"₹34,899",8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
Acer Intel Core i5 - (8 GB/512 GB SSD/Windows 11 Home) TL04-51M Laptop,"₹58,999",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor,35.56 cm (14 inch) Display
ASUS TUF Gaming F16 (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/...,"₹1,25,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,40.64 cm (16 Inch) Display
HP 255 G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapt...,"₹55,951",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
Acer Aspire 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-50CP Thin and L...,"₹54,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
HP 15 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0761AU Thin and Light Lapt...,"₹72,300",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 inch) Display
ASUS Vivobook 16 Intel Core Ultra 5 Series 3 325 - (16 GB/512 GB SSD/Windows 11 Home) X1607AA-MB038WS ...,"₹96,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 5 Processor (Series 3),40.64 cm (16 inch) Display
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","₹50,868",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹1,59,900",16 GB DDR5 RAM,Windows 11 Home Operating System,1 TB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,34,191",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,AMD Ryzen 7 Octa Core Processor,40.89 cm (16.1 Inch) Display
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...","₹99,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core 7 Processor,40.64 cm (16 Inch) Display
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,"₹69,990",16 GB LPDDR4X RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),35.56 cm (14 Inch) Display
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,"₹68,990",RAM & Storage: 8GB DDR4 & 512GB SSD,64 bit Windows 11 Operating System,RAM & Storage: 8GB DDR4 & 512GB SSD,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border"
HP Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3027TU Thin and Light Laptop,"₹76,800",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0805AU Thin and Light Lapto...,"₹58,567",8 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,39.62 cm (15.6 inch) Display
Acer Travellite AMD Ryzen 3 Octa Core 5400U - (8 GB/512 GB SSD/Windows 11 Home) TL04-41M Notebook,"₹44,990",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 3 Octa Core Processor,35.56 cm (14 inch) Display
HP Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fq5331TU Thin and Light Laptop,"₹74,838",8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
HP 250 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Business Laptop,"₹57,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (11th Gen),39.62 cm (15.6 Inch) Display
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹72,990",16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹75,000",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (11th Gen),43.94 cm (17.3 Inch) Display
HP 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0668TU Thin and Light Lap...,"₹69,990",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB...","₹56,999",16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 3 Quad Core Processor,39.62 cm (15.6 Inch) Display
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹57,999",8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP 255 R G10 AMD Ryzen 5 Hexa Core 7535U - (8 GB/512 GB SSD/Windows 11 Home) 255 R G10 Business Laptop,"₹59,280",8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 inch) Display
HP HP Essentials Intel Core i3 13th Gen 1315U - (12 GB/512 GB SSD/Windows 11 Home) fd0573TU Laptop,"₹55,990",12 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),39.62 cm (15.6 inch) Display
ASUS VivoBook 14 AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin a...,"₹48,900",8 GB DDR4 RAM,32 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Quad Core Processor,35.56 cm (14 Inch) Display
HP Victus AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,"₹97,970",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Hexa Core Processor,39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Ho...","₹67,290",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0022TU Thin and Light Lap...,"₹79,990",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fy5005TU Thin and Light Laptop,"₹55,050",8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS Thin and Ligh...,"₹71,000",16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),40.64 cm (16 Inch) Display
Infinix Inbook Y2 Plus Intel Core i7 11th Gen 1195G7 - (16 GB/512 GB SSD/Windows 11 Home) XL29 Thin an...,"₹69,990",16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i7 Processor (11th Gen),39.62 cm (15.6 Inch) Display
HP 255 G10 (2025) AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Li...,"₹70,000",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 7 Octa Core Processor,39.62 cm (15.6 Inch) Display
Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home) V14 Thin and Ligh...,"₹62,300",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),35.56 cm (14 Inch) Display
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹64,990",16 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
DELL PRO 15 (2026) DDR5 5600Mhz (i3 14th Gen) Intel Core 3 14th Gen 100U - (16 GB/512 GB SSD/Windows 1...,"₹65,990",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 3 Processor (14th Gen),39.62 cm (15.6 inch) Display
ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,"₹92,534",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),40.64 cm (16 Inch) Display
Primebook Wifi Android based MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) Wifi Thin and Light ...,"₹17,990",4 GB LPDDR4 RAM,64 bit Prime OS Operating System,,MediaTek MT8183 Processor,29.46 cm (11.6 Inch) Display
HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr5010TU Thin and Light Laptop,"₹63,000",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹53,000",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),35.56 cm (14 Inch) Display
MICROSOFT Surface Laptop 5 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QZI-00023 ...,"₹1,07,999",8 GB LPDDR5 RAM,Windows 11 Operating System,256 GB SSD,Intel Core i5 Processor (12th Gen),34.29 cm (13.5 Inch) Touchscreen Display
HP AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon AMD) 15-fb0153AX Gaming L...,"₹77,015",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...","₹92,476",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),40.64 cm (16 Inch) Display
HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,"₹48,590",8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,AMD Athlon Dual Core Processor,39.62 cm (15.6 Inch) Display
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹1,39,999",16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"ASUS Vivobook S15 OLED Powered, Intel EVO H Series, AI PC, Full Metal Body, Intel Core Ultra 9 185H - ...","₹1,19,990",16 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 9 Processor,39.62 cm (15.6 Inch) Display
"ASUS Zenbook S14 OLED (2024) AI PC, with Touchscreen, Metal Body, Backlit Keyboard, Intel Core Ultra 7...","₹1,70,470",32 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 7 Processor,35.56 cm (14 Inch) Touchscreen Display
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,"₹1,79,990",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core i7 Processor (14th Gen),40.64 cm (16 Inch) Display
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹1,19,999",16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FQ5202TU Thin and Light Laptop,"₹69,410",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (12th Gen),39.62 cm (15.6 Inch) Display
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ523WS Thin...,"₹69,590",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,Intel Core i5 Processor (13th Gen),39.62 cm (15.6 Inch) Display
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","₹50,800",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Lenovo Ultra 5 225U Intel Core Ultra 5 225U - (16 GB/1 TB SSD/Windows 11 Home) 21SKA0FTIG Laptop,"₹1,10,999",16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,Intel Core Ultra 5 Processor,40.64 cm (16 inch) Display
ASUS ROG Zephyrus G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 285H - (32 GB/2 TB SSD/...,"₹3,59,990",32 GB LPDDR5X RAM,Windows 11 Home Operating System,2 TB SSD,Intel Core Ultra 9 Processor,40.64 cm (16 Inch) Display
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2674TU Thin and Light L...,"₹57,990",8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i3 Processor (11th Gen),39.62 cm (15.6 Inch) Display
Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebo...,"₹49,999",8 GB LPDDR5 RAM,64 bit Chrome Operating System,256 GB SSD,Intel Core i3 Processor,35.56 cm (14 Inch) Display
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Lapt...,"₹52,990",8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,AMD Ryzen 3 Dual Core Processor,39.62 cm (15.6 Inch) Display
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,01,705",16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Intel Core i7 Processor (12th Gen),39.62 cm (15.6 Inch) Display
ASUS ExpertBook P1 (i7 14th Gen) with 1 Yr ADP Intel Core 7 240H - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹94,080",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 7 Processor,39.62 cm (15.6 Inch) Display
DELL Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"₹50,639",8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,Intel Core i3 Processor (12th Gen),39.62 cm (15.6 Inch) Display
Acer NITRO V 16S (i5 14th Gen) Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹1,18,000",16 GB DDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core 5 Processor,40.64 cm (16 Inch) Display
HP AMD Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home) 15S-EQ2305AU Laptop,"₹69,950",16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
Acer Aspire Lite Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,"₹81,990",16 GB LPDDR5 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Intel Core i7 Processor (13th Gen),39.62 cm (15.6 Inch) Display
DELL Inspiron 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 7441 Plus Thin and Light Lapto...,"₹89,900",16 GB LPDDR5X RAM,64 bit Windows 11 Home Operating System,512 GB SSD,Snapdragon X Plus Processor,35.56 cm (14 Inch) Touchscreen Display
Primebook 2 Max (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/256 GB/Android 15) PBG9915256#3...,"₹34,990",8 GB LPDDR4X RAM,64 bit Android Operating System,,MediaTek Helio G99 (MT8781) Processor,39.62 cm (15.6 Inch) Display
Acer Nitro 5 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹79,999",8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,39.62 cm (15.6 Inch) Display
HP Omnibook 3 2K WUXGA Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) Omnibook 3 14-hz0026QU Laptop,"₹91,990",16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Snapdragon X Processor,35.56 cm (14 inch) Display
ASUS Expertbook > Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/DOS) B1403CVA-S60002 Thin and Light ...,"₹59,990",8 GB DDR5 RAM,DOS Operating System,512 GB SSD,Intel Core i3 Processor (13th Gen),35.56 cm (14 inch) Display
DELL 15 (Previously Inspiron) AI Powered Intel Core Ultra 7 225H - (16 GB/512 GB SSD/Windows 11 Home) ...,"₹1,03,990",16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,Intel Core Ultra 7 Processor,39.62 cm (15.6 inch) Display
ASUS Vivobook Pro 16X OLED (2021) AMD Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB ...,"₹1,62,990",16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,AMD Ryzen 9 Octa Core Processor,40.64 cm (16 Inch) Display
